Date,open,high,low,close,volume
2020-01-02 00:00:00-05:00,66.9586787875548,67.9652328491211,66.86333571006601,67.9652328491211,27278000
2020-01-03 00:00:00-05:00,66.93832337803212,68.21700271420914,66.90455208946976,67.60968780517578,23408000
2020-01-06 00:00:00-05:00,67.11856919518195,69.4370812039188,67.08729078696965,69.41175842285156,46768000
2020-01-07 00:00:00-05:00,69.54336421886433,69.69432348477986,69.10141265017208,69.27769470214844,34330000
2020-01-08 00:00:00-05:00,69.26328874755316,70.10895763815583,69.15454170506581,69.77079010009766,35314000
2020-01-09 00:00:00-05:00,70.6094889546629,70.94467861110725,70.02750448166115,70.50322723388672,33200000
2020-01-10 00:00:00-05:00,70.98392563781249,71.25555076930975,70.49380624465894,70.9585952758789,26258000
2020-01-13 00:00:00-05:00,71.27093190331932,71.5802987088555,70.78032005165358,71.50830078125,30730000
2020-01-14 00:00:00-05:00,71.5068174921591,71.6374169915749,70.89950254218948,71.03954315185547,26076000
2020-01-15 00:00:00-05:00,71.1602052622877,71.54554802109986,71.09267026131843,71.46708679199219,21550000
2020-01-16 00:00:00-05:00,71.77745389288593,72.03816039199243,71.50682134635217,72.01134490966797,26080000
2020-01-17 00:00:00-05:00,72.6260928863984,73.52042208698715,72.32864488929332,73.46927642822266,52424000
2020-01-21 00:00:00-05:00,73.44345017940596,73.9837301623698,73.00696178186003,73.60484313964844,48930000
2020-01-22 00:00:00-05:00,73.97628733938622,74.51506708981928,73.62520837338383,73.68528747558594,28458000
2020-01-23 00:00:00-05:00,73.86802372289836,74.16348648276097,73.50899638662688,73.72599792480469,26650000
2020-01-24 00:00:00-05:00,74.12971996265826,74.19824756618672,72.65786918227317,72.80635070800781,29786000
2020-01-27 00:00:00-05:00,71.0867120976033,71.3369848455489,70.48883073371002,71.09614562988281,34132000
2020-01-28 00:00:00-05:00,71.59321781876741,72.24174479037791,71.02811510182957,72.0282211303711,29724000
2020-01-29 00:00:00-05:00,72.42349239357048,72.70555124780331,71.77447288626858,72.33609771728516,21566000
2020-01-30 00:00:00-05:00,71.41246028918627,72.26408472389092,71.25852322835154,72.21443176269531,27110000
2020-01-31 00:00:00-05:00,72.8902603105145,72.98014026995669,70.86423327330586,71.14827728271484,43822000
2020-02-03 00:00:00-05:00,72.58189744131957,73.80596084309201,72.33162467760039,73.62222290039062,71636000
2020-02-04 00:00:00-05:00,72.2263595065279,72.86445279770527,70.61447552386295,71.77546691894531,95880000
2020-02-05 00:00:00-05:00,72.67921990211404,72.72738774441514,70.99434560329382,71.80723571777344,36376000
2020-02-06 00:00:00-05:00,72.1017069989846,73.57057995499277,72.02722376835176,73.2929916381836,37822000
2020-02-07 00:00:00-05:00,72.86692147298923,73.7538022207612,72.76860058836093,73.44890594482422,28360000
2020-02-10 00:00:00-05:00,73.35557474936633,74.92723177137948,73.25476853870846,74.91630554199219,38302000
2020-02-11 00:00:00-05:00,75.145209490697,75.97002597163753,74.75688895869396,74.98580932617188,34852000
2020-02-12 00:00:00-05:00,75.27382166927282,75.49430110353141,74.91678713280074,75.411376953125,31042000
2020-02-13 00:00:00-05:00,74.98283526176698,75.77487310133188,74.68488719013807,75.15117645263672,22914000
2020-02-14 00:00:00-05:00,75.20778307563144,75.48189347519363,74.76185358549893,75.41634368896484,23198000
2020-02-18 00:00:00-05:00,75.19835617848237,76.00379801654766,75.03299279148968,75.45160675048828,25642000
2020-02-19 00:00:00-05:00,75.83694765555981,76.01273717555429,75.52808092264881,75.72124481201172,22746000
2020-02-20 00:00:00-05:00,75.43024689467184,75.83048626235644,74.69779566759601,75.32994079589844,25962000
2020-02-21 00:00:00-05:00,74.71368322798507,75.03000583040279,73.41812216900625,73.6649169921875,42520000
2020-02-24 00:00:00-05:00,70.66511381109099,71.32705227867518,69.8576867844857,70.50670623779297,49560000
2020-02-25 00:00:00-05:00,71.05990050137443,71.3503926943792,68.5482242890156,68.84120178222656,51580000
2020-02-26 00:00:00-05:00,69.27122908358415,70.19932951834674,68.35604008547062,69.04727172851562,49776000
2020-02-27 00:00:00-05:00,67.49151060422065,68.00099715485774,65.26188562012159,65.2971420288086,62290000
2020-02-28 00:00:00-05:00,63.279054704787185,66.66271477222554,62.97614362297551,66.50381469726562,80198000
2020-03-02 00:00:00-05:00,67.10666682093301,68.89830306989113,65.80613498528312,68.84120178222656,55430000
2020-03-03 00:00:00-05:00,69.40529839669307,69.92719618427,66.00673437386882,66.4278335571289,56602000
2020-03-04 00:00:00-05:00,67.48256934329274,68.66541313679936,66.39209082387919,68.60681915283203,47598000
2020-03-05 00:00:00-05:00,66.81665653912074,67.21789611582923,64.63619971791267,65.28770446777344,54380000
2020-03-06 00:00:00-05:00,63.06254774883927,64.69130946412695,62.42991012561368,64.34321594238281,64640000
2020-03-09 00:00:00-04:00,59.83530940093405,62.20744866995912,59.491678793315025,60.37310028076172,69252000
2020-03-10 00:00:00-04:00,62.28988142761889,63.35552958358922,60.309536783505585,63.32176208496094,54872000
2020-03-11 00:00:00-04:00,61.98597644813612,62.41600911448038,59.149040628206436,60.130271911621094,54732000
2020-03-12 00:00:00-04:00,55.74650994520569,59.030360304346644,55.04385578012002,55.196800231933594,94326000
2020-03-13 00:00:00-04:00,58.34707877771663,60.304082214221474,55.233550734826174,60.29762649536133,79400000
2020-03-16 00:00:00-04:00,54.107317834506155,56.88118556909071,52.9885349713361,53.282508850097656,96520000
2020-03-17 00:00:00-04:00,54.15846568225022,55.914352911664636,52.095693145816455,55.52007293701172,83194000
2020-03-18 00:00:00-04:00,52.63397869009644,54.87104797762396,51.494832347256526,54.18577575683594,93044000
2020-03-19 00:00:00-04:00,54.038293418612895,57.23574188881747,52.415983458077136,55.202762603759766,74064000
2020-03-20 00:00:00-04:00,56.15767505901044,56.534080583243956,52.741239806771596,53.044647216796875,82878000
2020-03-23 00:00:00-04:00,52.456698939752336,52.98008946545137,50.097967458203165,52.34546661376953,83672000
2020-03-24 00:00:00-04:00,54.82089254700734,56.27833907647627,53.949400927477114,56.11347579956055,72468000
2020-03-25 00:00:00-04:00,55.84383613305106,56.915939950853826,53.779574836331406,54.70370101928711,90324000
2020-03-26 00:00:00-04:00,55.35421570523209,58.17277701676787,54.22748827696145,57.74770736694336,76562000
2020-03-27 00:00:00-04:00,55.987349858557536,57.15827471437064,54.8218881164996,55.13274383544922,62794000
2020-03-30 00:00:00-04:00,56.24407702996615,57.155788104039814,54.548272761585835,56.92289352416992,58736000
2020-03-31 00:00:00-04:00,57.04306764962275,58.26811596366001,56.446678999724746,57.69953918457031,65228000
2020-04-01 00:00:00-04:00,55.81503969905446,56.08418330124457,54.29998788869952,54.7275390625,51970000
2020-04-02 00:00:00-04:00,54.623256692650074,55.75395831834769,54.282111383746546,55.46892547607422,56410000
2020-04-03 00:00:00-04:00,55.35371730864713,55.55631850299663,53.385791673504606,54.2607536315918,51374000
2020-04-06 00:00:00-04:00,56.26195964457938,59.12967778050272,55.86469805410107,58.754268646240234,63320000
2020-04-07 00:00:00-04:00,60.43367755721788,60.62088959155764,58.45929621552219,58.72297668457031,61620000
2020-04-08 00:00:00-04:00,59.74295099806535,60.32890978653167,58.79200919622647,59.936614990234375,40334000
2020-04-09 00:00:00-04:00,60.49178169677421,60.680975159986424,59.21260232823927,59.91525650024414,54028000
2020-04-13 00:00:00-04:00,59.663497758297,60.31003949466843,58.71156340269645,60.1059455871582,38702000
2020-04-14 00:00:00-04:00,61.57382536538522,63.35056879345546,61.00623734167442,62.82817459106445,63358000
2020-04-15 00:00:00-04:00,61.89857394347941,63.31877881846095,61.27735885980792,62.43437957763672,42236000
2020-04-16 00:00:00-04:00,62.92300874781645,63.23187924434024,61.48592196083306,62.440834045410156,57896000
2020-04-17 00:00:00-04:00,63.64602886960057,64.05818710675288,62.86640612379751,63.51195526123047,51050000
2020-04-20 00:00:00-04:00,63.05957146388508,63.403698385158826,62.39167738128082,62.62556457519531,35292000
2020-04-21 00:00:00-04:00,61.709877445433506,62.07187879373797,59.837291157163406,60.192840576171875,49648000
2020-04-22 00:00:00-04:00,61.63042922031265,63.55565024230453,61.4362689416713,62.489505767822266,46296000
2020-04-23 00:00:00-04:00,62.853494700717256,63.96632194128163,62.594781016508605,63.12313461303711,34202000
2020-04-24 00:00:00-04:00,62.320172498657115,63.44789635340978,61.773940668732926,63.39277648925781,37402000
2020-04-27 00:00:00-04:00,64.15749740277272,64.2617815012073,62.81972404558168,63.10773849487305,44186000
2020-04-28 00:00:00-04:00,63.72051263057229,63.79797366912859,61.09760063818172,61.20734405517578,80700000
2020-04-29 00:00:00-04:00,66.78934025502862,67.54165110797575,65.88209975358559,66.64930725097656,108358000
2020-04-30 00:00:00-04:00,66.11201957490346,67.03763472110475,65.62239273502772,66.87376403808594,55842000
2020-05-01 00:00:00-04:00,65.75100773678034,67.10864836304023,65.03445329453278,65.41482543945312,48872000
2020-05-04 00:00:00-04:00,64.95847353570845,65.76987849801317,64.35662178892676,65.69190979003906,30806000
2020-05-05 00:00:00-04:00,66.41691697950115,68.08093904283001,66.29426590492336,66.98896789550781,39666000
2020-05-06 00:00:00-04:00,67.43489620672509,67.96573507924788,66.79580281692043,66.81069946289062,31732000
2020-05-07 00:00:00-04:00,67.59926435808376,68.32873785890114,67.16376853413021,67.99503326416016,30652000
2020-05-08 00:00:00-04:00,68.6177301614537,69.35365164555654,68.13058869143129,68.74286651611328,33326000
2020-05-11 00:00:00-04:00,68.36795870966984,70.29168699319136,68.30390161747533,69.69877624511719,32718000
2020-05-12 00:00:00-04:00,69.92869401506682,70.23209760902837,68.25473844878208,68.28800964355469,33918000
2020-05-13 00:00:00-04:00,68.3366751009286,68.79203814843098,65.9456648705068,66.95470428466797,40368000
2020-05-14 00:00:00-04:00,66.21928222001041,67.4036110520783,65.711780914762,67.37828826904297,36660000
2020-05-15 00:00:00-04:00,66.95123515491863,68.25821509516415,66.49140158987903,68.1827392578125,41544000
2020-05-18 00:00:00-04:00,67.61267414754582,69.1609934145914,67.24619845412195,68.78459167480469,47094000
2020-05-19 00:00:00-04:00,68.79948889539037,69.1475824631101,68.21750433401863,68.24928283691406,31586000
2020-05-20 00:00:00-04:00,68.98222970168925,70.11789827655606,68.89582763098512,69.97537994384766,38262000
2020-05-21 00:00:00-04:00,70.06625110794857,70.33787623887854,69.24193460510683,69.85570526123047,30894000
2020-05-22 00:00:00-04:00,69.71416696713506,70.36467903297583,69.31939073428819,70.17797088623047,28544000
2020-05-26 00:00:00-04:00,71.60413885227362,71.76056121271995,70.4838671234599,70.5816879272461,44590000
2020-05-27 00:00:00-04:00,70.51366096089717,70.77933044570575,69.25236359877518,70.5275650024414,31684000
2020-05-28 00:00:00-04:00,69.52050647162248,71.72827870282323,69.47482393143548,70.42626190185547,35170000
2020-05-29 00:00:00-04:00,70.53501605536583,71.34443588719381,70.31404407757432,71.1850357055664,37044000
